,country,year,n_tokens,n_matched,pct_matched,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment,country_clean,electoral_democracy,liberal_democracy,participatory_democracy
107,Nepal,2010,38566,2989,0.07750350049266193,0.19036467045834726,0.343593174974908,0.05352960856473737,0.28839076614252257,0.24155235864837737,0.13382402141184344,0.06724657075945133,0.6196052191368351,0.43994647039143525,Nepal,0.554,0.465,0.261
108,Netherlands,2008,9538,708,0.07422939819668693,0.1370056497175141,0.4858757062146893,0.038135593220338986,0.1709039548022599,0.3559322033898305,0.13983050847457626,0.07768361581920905,0.6610169491525424,0.5141242937853108,Netherlands,0.872,0.823,0.619
109,Nicaragua,2005,18968,1779,0.09378954027836356,0.14446318156267565,0.3468240584598089,0.044969083754918496,0.19392917369308602,0.3159078133783024,0.12984822934232715,0.07082630691399663,0.6767847105115233,0.5778527262507026,Nicaragua,0.591,0.372,0.358
110,Niger,2010,14414,1557,0.10801998057444151,0.17533718689788053,0.40783558124598585,0.055876685934489405,0.2466281310211946,0.2909441233140655,0.11175337186897881,0.07321772639691715,0.6589595375722543,0.5491329479768786,Niger,0.265,0.185,0.216
111,Nigeria,1999,63236,4774,0.07549497121892593,0.2172182656053624,0.3324256388772518,0.07624633431085044,0.352744030163385,0.1485127775450356,0.10829493087557604,0.04482614160033515,0.5586510263929618,0.35651445328864684,Nigeria,0.376,0.243,0.271
112,Norway,2004,7532,524,0.06956983536909188,0.21564885496183206,0.5801526717557252,0.05152671755725191,0.2958015267175573,0.3816793893129771,0.11641221374045801,0.08015267175572519,0.6297709923664122,0.46564885496183206,Norway,0.893,0.86,0.652
113,Oman,2011,7742,652,0.08421596486695944,0.15184049079754602,0.43558282208588955,0.05828220858895705,0.18558282208588958,0.3328220858895706,0.11809815950920245,0.05521472392638037,0.6656441717791411,0.5337423312883436,Oman,0.167,0.136,0.109
114,Pakistan,2012,57597,4528,0.07861520565307221,0.2226148409893993,0.36484098939929327,0.04792402826855124,0.3164752650176678,0.2067137809187279,0.12279151943462897,0.0448321554770318,0.5958480565371025,0.4032685512367491,Pakistan,0.466,0.283,0.305
115,Panama,2004,25877,2421,0.0935579858561657,0.1197852127220157,0.4159438248657579,0.055762081784386616,0.19537381247418423,0.3353985956216439,0.10821974390747625,0.05493597686906237,0.6600578273440727,0.6038826931020239,Panama,0.737,0.561,0.462
116,Papua New Guinea,1991,55053,4043,0.0734383230704957,0.19119465743259956,0.3843680435320307,0.06628741033885728,0.3408360128617363,0.2508038585209003,0.16918130101409845,0.09572099925797675,0.5654217165471185,0.32426416027702204,Papua New Guinea,0.554,0.425,0.326
117,Paraguay,2011,27775,2296,0.08266426642664267,0.13632404181184668,0.3832752613240418,0.09233449477351917,0.2029616724738676,0.33405923344947736,0.13980836236933797,0.05574912891986063,0.639808362369338,0.5108885017421603,Paraguay,0.63,0.503,0.421
118,Peoples Republic of Korea,1998,7551,904,0.11971924248443915,0.14712389380530974,0.5011061946902655,0.05641592920353982,0.1847345132743363,0.4413716814159292,0.0918141592920354,0.15265486725663716,0.7367256637168141,0.7179203539823009,North Korea,0.084,0.014,0.043
119,Peru,2009,18258,1839,0.10072297075254683,0.1625883632408918,0.36595976073953235,0.11256117455138662,0.21642196846112016,0.28276237085372485,0.11528004350190321,0.06307775965198477,0.679173463839043,0.512778684067428,Peru,0.8,0.649,0.532
120,Philippines,1987,21943,1960,0.08932233514104726,0.13622448979591836,0.39693877551020407,0.10561224489795919,0.20408163265306123,0.32908163265306123,0.12908163265306122,0.06020408163265306,0.6474489795918368,0.4433673469387755,Philippines,0.431,0.273,0.321
121,Poland,1997,20433,1771,0.08667351832819459,0.13438735177865613,0.4731789949181254,0.07792207792207792,0.2326369282891022,0.3105590062111801,0.09147374364765669,0.07284020327498589,0.6945228684359119,0.5166572557876906,Poland,0.871,0.792,0.631
122,Portugal,2005,36204,3006,0.08302949950281736,0.16001330671989356,0.3586161011310712,0.0552228875582169,0.2551563539587492,0.27245508982035926,0.11776447105788423,0.06021290751829674,0.6327345309381237,0.46407185628742514,Portugal,0.889,0.835,0.64
123,Qatar,2003,7033,712,0.1012370254514432,0.10252808988764045,0.6067415730337079,0.046348314606741575,0.14887640449438203,0.40730337078651685,0.07724719101123595,0.08707865168539326,0.7528089887640449,0.6811797752808989,Qatar,0.041,0.095,0.033
124,Republic of Korea,1987,9202,976,0.10606389915235818,0.16700819672131148,0.430327868852459,0.05635245901639344,0.2223360655737705,0.3176229508196721,0.13831967213114754,0.06659836065573771,0.6516393442622951,0.5440573770491803,South Korea,0.38,0.219,0.145
125,Romania,2003,14822,1381,0.09317231142895696,0.165821868211441,0.41346850108616945,0.05720492396813903,0.2838522809558291,0.30267921795800146,0.1057204923968139,0.09485879797248371,0.5829109341057205,0.49094858797972485,Romania,0.609,0.437,0.403
126,Russia,2008,13672,1129,0.08257753071971913,0.17006200177147918,0.3153232949512843,0.049601417183348095,0.31886625332152346,0.25686448184233834,0.08857395925597875,0.046944198405668734,0.5659875996457041,0.3870682019486271,Russia,0.302,0.139,0.186
127,Rwanda,2010,17524,1729,0.09866468842729971,0.156737998843262,0.4083285135916715,0.06824754193175246,0.23192596876807403,0.3001735106998265,0.10989010989010989,0.09196067090803933,0.6448814343551186,0.5135916714864083,Rwanda,0.217,0.133,0.193
128,Sao Tome and Principe,1990,7882,775,0.09832529814767825,0.13419354838709677,0.40774193548387094,0.06451612903225806,0.21806451612903227,0.37548387096774194,0.10451612903225807,0.09806451612903226,0.6825806451612904,0.5948387096774194,Sao Tome and Principe,0.234,0.201,0.175
129,Saudi Arabia,2005,6902,610,0.08838017965807013,0.06557377049180328,0.5819672131147541,0.09016393442622951,0.12459016393442623,0.41147540983606556,0.07377049180327869,0.05081967213114754,0.7983606557377049,0.7344262295081967,Saudi Arabia,0.019,0.042,0.026
130,Senegal,2009,10486,1079,0.10289910356666031,0.15940685820203893,0.3744207599629286,0.05375347544022243,0.21408711770157554,0.25764596848934196,0.13160333642261354,0.08526413345690455,0.6774791473586654,0.5440222428174235,Senegal,0.668,0.52,0.404
131,Serbia,2006,20041,2211,0.11032383613592137,0.19764812302125734,0.35006784260515605,0.08276797829036635,0.2912709181365898,0.24016282225237448,0.1546811397557666,0.0877431026684758,0.5617367706919946,0.38986883763003166,Serbia,0.633,0.524,0.439
132,Seychelles,2011,38149,3058,0.08015937508191565,0.18737737083060824,0.2844996729888816,0.051667756703727925,0.25801177240026163,0.1422498364944408,0.12197514715500327,0.0539568345323741,0.6173969914977109,0.44538914323086987,Seychelles,0.479,0.377,0.183
133,Sierra Leone,2008,44338,3543,0.07990888177184356,0.2260795935647756,0.38018628281117695,0.06576347727914197,0.322890206040079,0.16624329664126447,0.1117696867061812,0.04092576912221282,0.5475585661868473,0.410386677956534,Sierra Leone,0.517,0.325,0.344
134,Singapore,2010,43708,3294,0.07536377779811476,0.1196114146933819,0.3582270795385549,0.05130540376442016,0.2668488160291439,0.1891317547055252,0.11870066788099574,0.044930176077717064,0.6344869459623558,0.43806921675774135,Singapore,0.39,0.314,0.102
135,Slovakia,2001,18292,1811,0.09900502952110213,0.17614577581446714,0.42794036443953615,0.053561568194367755,0.23191606847045831,0.26559911651021534,0.13141910546659305,0.08337934842628382,0.6167863059083379,0.5201546107123136,Slovakia,0.849,0.75,0.669
136,Slovenia,2006,12761,1427,0.1118250920774234,0.16608269096005607,0.3721093202522775,0.050455501051156273,0.20953048353188508,0.3209530483531885,0.10581639803784162,0.08128941836019622,0.6923615977575333,0.562718990889979,Slovenia,0.823,0.734,0.701
137,Socialist Republic of Vietnam,2001,12143,1156,0.09519888001317632,0.17128027681660898,0.3892733564013841,0.07352941176470588,0.2491349480968858,0.33304498269896193,0.11332179930795848,0.07093425605536333,0.653114186851211,0.5813148788927336,Vietnam,0.152,0.092,0.171
138,Solomon Islands,2009,33339,2446,0.07336752752032155,0.2338511856091578,0.38798037612428454,0.08912510220768602,0.3491414554374489,0.19582992641046607,0.15208503679476695,0.053556827473426,0.5249386753883892,0.3233851185609158,Solomon Islands,0.564,0.436,0.329
139,Somalia,2012,21402,1540,0.07195589197271283,0.18441558441558442,0.36428571428571427,0.06103896103896104,0.30064935064935067,0.2545454545454545,0.1318181818181818,0.06948051948051948,0.5928571428571429,0.40714285714285714,Somalia,0.167,0.107,0.087
140,South Africa,2012,45404,3631,0.07997092767157078,0.15257504819608922,0.3646378408152024,0.03304874690167998,0.19498760671991186,0.22555769760396585,0.1093362709997246,0.04709446433489397,0.6879647480033049,0.570641696502341,South Africa,0.779,0.668,0.522
141,South Sudan,2011,26662,2532,0.09496661915835271,0.10781990521327015,0.3076619273301738,0.05055292259083728,0.24644549763033174,0.2578988941548183,0.08807266982622433,0.06279620853080568,0.656003159557662,0.48420221169036337,South Sudan,0.194,0.1,0.081
142,Spain,2011,18244,1534,0.08408243806182855,0.12972620599739243,0.3728813559322034,0.08148631029986962,0.2516297262059974,0.303129074315515,0.11929595827900913,0.06388526727509779,0.6179921773142112,0.4361147327249022,Spain,0.893,0.821,0.651
143,Sri Lanka,2010,58971,4328,0.07339200624035543,0.224815157116451,0.4165896487985213,0.06122920517560074,0.3096118299445471,0.2000924214417745,0.11968576709796673,0.057763401109057304,0.5711645101663586,0.4542513863216266,Sri Lanka,0.386,0.244,0.221
144,Sudan,2005,26639,2565,0.09628739817560719,0.11695906432748537,0.32085769980506823,0.04912280701754386,0.22807017543859648,0.26705653021442494,0.08888888888888889,0.05497076023391813,0.6491228070175439,0.4935672514619883,Sudan,0.198,0.061,0.088
145,Surinam,1992,12559,1364,0.10860737319850307,0.10263929618768329,0.4010263929618768,0.03519061583577713,0.20381231671554254,0.34750733137829914,0.093841642228739,0.06158357771260997,0.7096774193548387,0.5887096774193549,Suriname,0.75,0.626,0.514
146,Swaziland,2005,48136,3582,0.07441415988033905,0.20798436627582356,0.37995533221663874,0.07202680067001675,0.3163037409268565,0.2185929648241206,0.14935790061418203,0.05583472920156337,0.562534896705751,0.36180904522613067,Eswatini,0.128,0.096,0.123
147,Sweden,2012,60356,5132,0.08502882894824045,0.11691348402182385,0.4725253312548714,0.04793452844894778,0.2609119251753702,0.4078332034294622,0.24240062353858144,0.1504286827747467,0.5237724084177708,0.44076383476227593,Sweden,0.917,0.886,0.673
148,Switzerland,2002,16911,1364,0.08065756016793803,0.14222873900293256,0.4501466275659824,0.0593841642228739,0.22434017595307917,0.42008797653958946,0.20821114369501467,0.12756598240469208,0.5278592375366569,0.3225806451612903,Switzerland,0.889,0.837,0.79
149,Syria,2012,8395,874,0.10410958904109589,0.12242562929061784,0.38443935926773454,0.030892448512585814,0.14759725400457666,0.3306636155606407,0.06636155606407322,0.04691075514874142,0.7791762013729977,0.700228832951945,Syria,0.144,0.031,0.047
150,Taiwan,2005,11355,1004,0.0884191985909291,0.0796812749003984,0.4262948207171315,0.030876494023904383,0.20816733067729085,0.36254980079681276,0.11752988047808766,0.10657370517928287,0.7250996015936255,0.5647410358565738,Taiwan,0.771,0.675,0.577
151,Tajikistan,2003,8013,721,0.08997878447522775,0.20110957004160887,0.3509015256588072,0.0651872399445215,0.2829403606102635,0.3065187239944521,0.1289875173370319,0.08876560332871013,0.6033287101248266,0.435506241331484,Tajikistan,0.245,0.082,0.098
152,Tanzania,1995,34002,2872,0.08446561966943121,0.15877437325905291,0.2395543175487465,0.045612813370473536,0.28168523676880225,0.17444289693593315,0.10584958217270195,0.04073816155988858,0.6176880222841226,0.4766713091922006,Tanzania,0.473,0.394,0.23
153,Thailand,2007,44723,3744,0.0837153142678264,0.18990384615384615,0.3605769230769231,0.08012820512820513,0.29246794871794873,0.21314102564102563,0.13942307692307693,0.07852564102564102,0.5886752136752137,0.36885683760683763,Thailand,0.181,0.18,0.121
154,Togo,2007,10668,1188,0.11136107986501688,0.15824915824915825,0.41835016835016836,0.0361952861952862,0.23653198653198654,0.2946127946127946,0.08417508417508418,0.06902356902356903,0.6717171717171717,0.5774410774410774,Togo,0.355,0.194,0.158
155,Trinidad and Tobago,2007,32234,2386,0.07402121982999317,0.19111483654652137,0.3189438390611903,0.07124895222129086,0.29295892707460186,0.1672254819782062,0.16429170159262363,0.05322715842414082,0.6022632020117351,0.3977367979882649,Trinidad and Tobago,0.781,0.666,0.499
156,Tunisia,2014,13132,1493,0.11369174535485836,0.12860013395847286,0.33556597454789017,0.034829202947086406,0.23576691225720026,0.25452109845947757,0.07434695244474213,0.06296048225050234,0.6925653047555258,0.5264567983924984,Tunisia,0.745,0.632,0.424
157,Turkey,2002,30147,2862,0.09493481938501343,0.16561844863731656,0.42592592592592593,0.039133473095737246,0.20999301187980432,0.2564640111809923,0.11495457721872816,0.06778476589797344,0.6509433962264151,0.5737246680642907,Türkiye,0.636,0.487,0.386
158,Turkmenistan,2008,6056,572,0.09445178335535007,0.12062937062937062,0.42832167832167833,0.043706293706293704,0.18356643356643357,0.3881118881118881,0.10839160839160839,0.06643356643356643,0.7115384615384616,0.6258741258741258,Turkmenistan,0.141,0.025,0.042
159,Uganda,2005,50547,3813,0.07543474390171523,0.17046944662995017,0.37319695777602935,0.06582743246787306,0.3191712562286913,0.21374246000524522,0.1064778389719381,0.04589562024652505,0.5887752425911356,0.3865722528193024,Uganda,0.294,0.231,0.23
160,Ukraine,2004,19320,1533,0.07934782608695652,0.19569471624266144,0.3202870189171559,0.046966731898238745,0.26810176125244617,0.2720156555772994,0.11676451402478799,0.08023483365949119,0.6105675146771037,0.5303326810176126,Ukraine,0.383,0.271,0.252
161,United Arab Emirates,2004,11459,1041,0.09084562352735841,0.11527377521613832,0.5283381364073007,0.043227665706051875,0.16714697406340057,0.287223823246878,0.09125840537944284,0.04514889529298751,0.7579250720461095,0.681075888568684,United Arab Emirates,0.019,0.068,0.014
162,United States of America,1992,7715,714,0.09254698639014906,0.16526610644257703,0.2773109243697479,0.14565826330532214,0.16526610644257703,0.24089635854341737,0.14285714285714285,0.0784313725490196,0.7184873949579832,0.42436974789915966,United States of America,0.872,0.809,0.627
163,Uruguay,2004,30409,2473,0.08132460784636128,0.16215123331985443,0.44642135058633237,0.08532147189648201,0.21674080064698747,0.3788920339668419,0.168216740800647,0.0909826122118884,0.6623534169025476,0.4367165386170643,Uruguay,0.874,0.808,0.74
164,Uzbekistan,1992,8048,645,0.0801441351888668,0.16589147286821707,0.4697674418604651,0.031007751937984496,0.2248062015503876,0.35968992248062015,0.07596899224806201,0.06356589147286822,0.6837209302325581,0.6372093023255814,Uzbekistan,0.203,0.057,0.067
165,Vanuatu,1983,8467,759,0.08964214007322546,0.13306982872200263,0.48484848484848486,0.039525691699604744,0.22924901185770752,0.25823451910408435,0.1080368906455863,0.08695652173913043,0.616600790513834,0.5046113306982872,Vanuatu,0.699,0.584,0.348
166,Venezuela,2009,36670,3342,0.09113716934824106,0.10323159784560143,0.4078396169958109,0.056253740275284264,0.14991023339317774,0.33871932974266905,0.10682226211849193,0.06882106523040096,0.6702573309395572,0.6361460203470976,Venezuela,0.431,0.16,0.3
167,Yemen,2001,10898,967,0.08873187740869884,0.12719751809720786,0.40847983453981385,0.04963805584281282,0.2171664943123061,0.33195449844881075,0.10754912099276112,0.07549120992761117,0.6907962771458118,0.532574974146846,Yemen,0.261,0.136,0.161
168,Zambia,2009,30280,2516,0.08309114927344782,0.21303656597774245,0.2833863275039746,0.08545310015898251,0.3251192368839428,0.14705882352941177,0.1573926868044515,0.03457869634340222,0.5882352941176471,0.33585055643879175,Zambia,0.517,0.426,0.328
169,Zimbabwe,2013,54741,4622,0.08443397088105807,0.16032020770229338,0.3420597144093466,0.06057983556901774,0.2550843790566854,0.22111639982691475,0.12613587191691908,0.05127650367806145,0.6495023799221117,0.5179575941151017,Zimbabwe,0.289,0.209,0.233
